name,red,green,blue
Grape White,157.1075,189.689,187.3048
Grape White,143.5381,174.5952,172.1029
Grape White,157.2186,189.5461,187.382
Grape White,159.3448,190.9474,188.6379
Grape White,159.4507,190.873,188.7477
Grape White,159.2378,190.8457,188.4551
Grape White,159.6408,190.758,188.5154
Grape White,159.1792,190.6853,188.2804
Grape White,161.3825,192.1312,189.876
Grape White,161.2453,192.0826,189.5906
Grape White,161.3385,192.0209,189.5959
Grape White,161.2165,191.9859,189.3765
Grape White,143.2123,174.4722,171.992
Grape White,161.3718,192.0141,189.6002
Grape White,164.0813,193.4916,190.8351
Grape White,164.4288,193.6683,191.0103
Grape White,166.6238,195.1653,192.3175
Grape White,164.9375,193.9473,191.0437
Grape White,142.7949,174.1817,171.7443
Grape White,165.2614,193.9849,191.1978
Grape White,165.2692,194.0538,191.0804
Grape White,167.6175,195.5107,192.784
Grape White,165.6711,194.2275,191.185
Grape White,168.0491,195.6496,192.834
Grape White,167.9658,195.7376,192.7039
Grape White,168.2859,195.89,193.003
Grape White,168.2815,195.8905,192.9395
Grape White,170.2474,197.1623,194.4462
Grape White,168.1021,195.8797,192.8975
Grape White,142.6891,173.9603,171.6932
Grape White,168.4366,196.0433,193.1211
Grape White,168.3658,196.0594,193.0333
Grape White,170.4114,197.3813,194.59
Grape White,170.4907,197.3845,194.6517
Grape White,170.3233,197.3546,194.5734
Grape White,141.9384,173.5588,171.3519
Grape White,170.4273,197.4139,194.7726
Grape White,168.5697,196.1802,193.4544
Grape White,168.411,196.1891,193.4113
Grape White,168.6358,196.1981,193.6377
Grape White,168.4654,196.2733,193.5266
Grape White,168.7392,196.3458,193.8231
Grape White,168.7321,196.3656,193.6473
Grape White,141.4883,173.4685,171.2632
Grape White,169.1035,196.5298,194.0791
Grape White,167.1099,195.3132,192.7004
Grape White,167.3834,195.4729,193.082
Grape White,165.5553,194.162,191.5734
Grape White,165.8956,194.3431,191.855
Grape White,166.1059,194.4734,191.947
Grape White,166.5075,194.5719,192.1603
Grape White,166.6022,194.7378,192.1781
Grape White,165.1251,193.4944,191.0233
Grape White,165.324,193.7024,191.0892
Grape White,140.7871,173.0936,171.0053
Grape White,163.7442,192.4783,190.0606
Grape White,161.8199,191.1294,188.4898
Grape White,162.3307,191.3575,188.8536
Grape White,162.5046,191.5099,188.9133
Grape White,163.1846,191.6983,189.3319
Grape White,163.4557,191.9243,189.4033
Grape White,161.9146,190.6276,188.1356
Grape White,159.5847,189.1518,186.5407
Grape White,160.3466,189.3912,187.0467
Grape White,160.5446,189.5978,187.1419
Grape White,140.3768,172.8444,171.0431
Grape White,161.1814,189.7713,187.5428
Grape White,158.9631,188.2902,185.8495
Grape White,157.0413,186.9124,184.3963
Grape White,157.2374,186.9975,184.5012
Grape White,157.7338,187.1678,184.8072
Grape White,158.0669,187.422,184.9701
Grape White,155.9614,185.7801,183.3625
Grape White,153.5638,184.1248,181.722
Grape White,154.0508,184.3094,181.9753
Grape White,151.7431,182.6451,180.1606
Grape White,139.8299,172.7084,170.544
Grape White,148.2169,178.4493,175.0932
Grape White,152.1191,182.7296,180.4207
Grape White,152.0806,182.7542,180.2976
Grape White,149.8298,181.1219,178.9633
Grape White,149.8521,181.006,178.6785
Grape White,150.2388,181.1768,179.0905
Grape White,150.1721,181.1886,179.0141
Grape White,147.707,179.3795,177.3546
Grape White,147.7401,179.3376,177.2628
Grape White,145.1097,177.2536,175.4407
Grape White,144.8715,177.1974,175.2271
Grape White,139.6309,172.4415,170.4437
Grape White,145.3342,177.3811,175.4306
Grape White,145.2004,177.3422,175.3718
Grape White,145.3672,177.3378,175.5493
Grape White,145.1194,177.2975,175.2802
Grape White,145.2838,177.2668,175.4639
Grape White,145.1529,177.3226,175.4357
Grape White,145.2073,177.1534,175.3628
Grape White,141.7738,174.8397,172.9911
Grape White,141.7929,174.801,173.1266
Grape White,141.6426,174.5958,172.8549
Grape White,142.0628,174.496,172.4328
Grape White,141.7754,174.5356,172.9706
Grape White,144.462,176.4874,175.0407
Grape White,144.3778,176.3996,174.9545
Grape White,144.0915,176.2189,174.5726
Grape White,143.9876,175.891,174.7751
Grape White,143.3361,175.7396,174.4893
Grape White,143.2725,175.4838,174.3894
Grape White,142.6721,175.3051,174.1029
Grape White,141.6369,174.3152,172.486
Grape White,140.9835,174.0882,172.2184
Grape White,140.518,173.8558,172.2983
Grape White,140.1724,173.6522,172.0707
Grape White,139.8643,173.5201,172.027
Grape White,139.3132,173.3318,171.703
Grape White,139.2551,173.2797,171.6889
Grape White,141.7187,175.1329,173.7093
Grape White,148.1087,178.388,174.9203
Grape White,141.4594,175.0549,173.791
Grape White,137.9003,172.7042,171.3579
Grape White,140.8908,174.8278,173.6208
Grape White,140.3944,174.6086,173.2981
Grape White,140.1911,174.469,173.1502
Grape White,145.7161,178.52,177.2179
Grape White,142.5169,176.3997,175.0946
Grape White,145.2163,178.2563,176.9984
Grape White,145.0103,178.07,176.8874
Grape White,144.3179,177.967,176.6418
Grape White,145.3077,176.3346,173.0177
Grape White,144.1919,177.8434,176.7637
Grape White,146.6256,179.678,178.6238
Grape White,146.3684,179.5286,178.6422
Grape White,145.9321,179.3618,178.3637
Grape White,145.6476,179.2652,178.4404
Grape White,145.1256,179.1133,178.0739
Grape White,147.8414,180.9242,180.136
Grape White,147.3344,180.7714,179.678
Grape White,147.1908,180.6891,179.7938
Grape White,146.7543,180.6016,179.5688
Grape White,145.285,176.3773,172.8319
Grape White,149.2921,182.2809,181.3745
Grape White,148.866,182.1662,181.2915
Grape White,148.7488,182.0628,181.31
Grape White,153.5919,185.5999,184.7547
Grape White,153.6924,185.5241,184.8225
Grape White,150.8201,183.7352,182.7922
Grape White,153.2905,185.4929,184.6257
Grape White,153.1351,185.4675,184.5541
Grape White,153.0444,185.457,184.5642
Grape White,152.7525,185.3301,184.4731
Grape White,145.6257,176.3948,173.0538
Grape White,152.902,185.4455,184.5491
Grape White,152.5928,185.4421,184.3958
Grape White,155.0284,187.0496,186.2182
Grape White,154.9177,187.002,186.0711
Grape White,154.8282,187.0345,186.1582
Grape White,157.0943,188.7754,187.6761
Grape White,157.2107,188.8175,187.7214
Grape White,154.5895,187.1723,185.9928
Grape White,157.0785,188.7968,187.7052
Grape White,145.76,176.3922,172.9043
Grape White,145.9315,176.4678,173.3318
Grape White,145.6433,176.3294,173.0471
Grape White 2,133.4033,187.4446,194.7222
Grape White 2,135.5425,188.7631,195.5387
Grape White 2,135.4365,188.7642,195.7045
Grape White 2,134.9902,188.6183,195.3943
Grape White 2,135.239,188.5394,195.4687
Grape White 2,134.9003,188.5175,195.2295
Grape White 2,132.3461,187.0284,194.1197
Grape White 2,134.4969,188.3323,195.166
Grape White 2,134.472,188.3427,195.3448
Grape White 2,134.2933,188.1934,195.1614
Grape White 2,134.6007,188.183,195.3196
Grape White 2,134.1114,188.0885,195.0889
Grape White 2,134.3662,188.1677,195.3577
Grape White 2,134.182,188.1084,195.0701
Grape White 2,134.3889,188.1348,195.1745
Grape White 2,134.0388,187.9459,194.9438
Grape White 2,131.7524,186.6089,193.8811
Grape White 2,131.4044,186.5143,193.6334
Grape White 2,134.3175,187.9295,195.027
Grape White 2,134.0999,187.8312,194.8852
Grape White 2,134.3282,187.7996,194.9165
Grape White 2,134.0572,187.7343,194.796
Grape White 2,134.465,187.8202,194.9276
Grape White 2,134.2828,187.6907,194.7869
Grape White 2,134.5133,187.8069,195.0372
Grape White 2,134.3928,187.7804,194.8405
Grape White 2,132.1576,186.3875,193.7232
Grape White 2,134.6019,187.7649,194.7749
Grape White 2,132.428,186.3176,193.4899
Grape White 2,132.355,186.2407,193.4179
Grape White 2,130.6709,186.1734,191.2124
Grape White 2,132.5656,186.2312,193.6465
Grape White 2,132.3494,186.1663,193.4956
Grape White 2,132.7371,186.2757,193.7419
Grape White 2,132.3899,186.2343,193.4738
Grape White 2,132.8704,186.3175,193.7083
Grape White 2,132.5488,186.1199,193.411
Grape White 2,133.0334,186.1213,193.6447
Grape White 2,132.8415,186.044,193.3834
Grape White 2,133.119,186.0911,193.5985
Grape White 2,133.1599,186.0894,193.4435
Grape White 2,130.4134,186.1766,191.142
Grape White 2,133.5256,186.1675,193.5653
Grape White 2,133.4161,186.2021,193.3924
Grape White 2,133.8421,186.3394,193.7301
Grape White 2,133.7163,186.2804,193.5168
Grape White 2,134.0962,186.3943,193.7885
Grape White 2,133.9459,186.3209,193.5778
Grape White 2,134.1874,186.361,193.7541
Grape White 2,134.0181,186.4121,193.6701
Grape White 2,134.4138,186.6219,193.921
Grape White 2,134.0518,186.4828,193.6857
Grape White 2,130.7317,186.2048,191.3279
Grape White 2,134.418,186.6765,193.9003
Grape White 2,134.2362,186.6299,193.7867
Grape White 2,134.5184,186.7225,193.9547
Grape White 2,134.4074,186.6524,193.8084
Grape White 2,134.6158,186.6989,193.9367
Grape White 2,134.3624,186.7493,193.8381
Grape White 2,134.5605,186.7212,193.9287
Grape White 2,134.3805,186.7362,193.7731
Grape White 2,134.5902,186.7858,193.998
Grape White 2,134.3576,186.7733,193.7906
Grape White 2,130.3955,186.1866,191.1347
Grape White 2,134.7755,186.7586,194.0032
Grape White 2,134.5971,186.726,193.7604
Grape White 2,134.7669,186.7211,193.9296
Grape White 2,134.6076,186.5708,193.6777
Grape White 2,134.5505,186.6513,193.7356
Grape White 2,134.3418,186.6342,193.5176
Grape White 2,134.5422,186.6499,193.6485
Grape White 2,134.4404,186.5133,193.5082
Grape White 2,134.4328,186.4732,193.6243
Grape White 2,134.2074,186.424,193.3721
Grape White 2,134.4798,186.3906,193.4895
Grape White 2,134.034,186.2812,193.2677
Grape White 2,134.4121,186.2907,193.4191
Grape White 2,134.0821,186.2445,193.2146
Grape White 2,134.4134,186.2021,193.3643
Grape White 2,134.1164,186.1567,193.1702
Grape White 2,134.2099,186.2513,193.2898
Grape White 2,136.5774,187.6422,194.4195
Grape White 2,136.7483,187.6707,194.6541
Grape White 2,136.4751,187.6277,194.3019
Grape White 2,136.6994,187.6592,194.4326
Grape White 2,136.4001,187.4668,194.2189
Grape White 2,136.6439,187.5364,194.3332
Grape White 2,136.2805,187.4532,194.1561
Grape White 2,136.6056,187.3622,194.3622
Grape White 2,133.823,185.9147,192.9238
Grape White 2,136.5349,187.4179,194.3766
Grape White 2,136.0492,187.3062,194.0617
Grape White 2,136.4492,187.413,194.0517
Grape White 2,136.0985,187.3557,193.9302
Grape White 2,136.3436,187.3991,194.0447
Grape White 2,135.9631,187.2378,193.8995
Grape White 2,133.3806,185.8351,192.6185
Grape White 2,135.6665,187.2768,193.8004
Grape White 2,133.13,185.7521,192.6488
Grape White 2,132.7487,185.7344,192.4832
Grape White 2,133.3462,185.8107,192.7858
Grape White 2,133.0569,185.7896,192.5543
Grape White 2,133.3046,185.8572,192.7412
Grape White 2,132.8163,185.7733,192.4975
Grape White 2,135.5886,187.3206,193.97
Grape White 2,132.6467,185.855,192.5834
Grape White 2,133.0971,185.8978,192.7901
Grape White 2,135.3647,187.3465,193.9278
Grape White 2,135.5842,187.3909,194.0729
Grape White 2,135.1502,187.3575,193.9102
Grape White 2,132.757,185.9548,192.8487
Grape White 2,135.0524,187.3594,193.8795
Grape White 2,135.2128,187.4109,194.1205
Grape White 2,135.0408,187.4866,193.938
Grape White 2,130.4963,185.9251,191.2538
Grape White 2,135.3056,187.4612,194.0935
Grape White 2,134.9947,187.4252,193.8824
Grape White 2,137.6921,188.9101,195.2883
Grape White 2,135.0327,187.503,193.8759
Grape White 2,135.2166,187.5306,194.0757
Grape White 2,134.9182,187.5622,193.9014
Grape White 2,134.8915,187.5533,194.0675
Grape White 2,132.0699,186.056,192.6022
Grape White 2,134.9229,187.5758,193.9779
Grape White 2,134.6002,187.4373,193.7369
Grape White 2,134.8544,187.5404,193.9846
Grape White 2,134.7299,187.4975,193.7812
Grape White 2,134.86,187.5573,193.8909
Grape White 2,134.5163,187.515,193.7264
Grape White 2,134.9201,187.6459,193.8854
Grape White 2,134.8585,187.7171,193.7966
Grape White 2,132.2993,186.2032,192.577
Grape White 2,132.2633,186.2067,192.4881
Grape White 2,135.1499,187.7881,193.9888
Grape White 2,131.9893,186.2519,192.3816
Grape White 2,130.6238,185.9579,191.2646
Grape White 2,132.4033,186.357,192.6397
Grape White 2,131.8368,186.3199,192.5288
Grape White 2,132.2997,186.3847,192.6776
Grape White 2,132.0208,186.3153,192.4964
Grape White 2,132.1885,186.4253,192.5682
Grape White 2,131.8908,186.2933,192.3642
Grape White 2,132.1275,186.4368,192.6539
Grape White 2,131.7965,186.4369,192.4849
Grape White 2,132.1513,186.5634,192.6711
Grape White 2,131.9501,186.4633,192.4553
Grape White 2,130.1314,185.8291,191.0588
Grape White 2,132.0854,186.4308,192.5909
Grape White 2,131.9644,186.4365,192.3413
Grape White 2,134.7422,187.9401,193.7933
Grape White 2,134.46,187.8192,193.5864
Grape White 2,134.6491,187.8985,193.7619
Grape White 2,134.415,187.887,193.6794
Grape White 2,134.6383,187.9916,193.7998
Grape White 2,134.3316,187.9318,193.626
Grape White 2,134.747,188.1037,193.5129
Grape White 2,134.6234,188.1682,193.5455
Grape White 2,130.51,185.8305,191.2228
Grape White 2,134.7546,188.2688,193.7416
Grape White 2,134.6508,188.2969,193.904
Grape White 2,134.6103,188.2652,193.7607
Grape White 2,134.6453,188.3872,193.8563
Grape White 2,131.7877,186.9592,192.4675
Grape White 2,134.4469,188.4636,193.8827
Grape White 2,134.909,188.5229,194.0901
Grape White 2,132.1552,187.2859,192.932
Grape White 2,131.4439,187.1862,192.9052
Grape White 2,131.0214,187.0994,192.6762
Grape White 2,131.0556,187.1882,192.8916
Grape White 2,131.2566,187.2393,193.0624
Grape White 2,130.1054,185.7931,191.0314
Grape White 2,131.0742,187.5341,193.2504
Grape White 2,131.0764,187.4384,193.1616
Grape White 2,130.5011,185.7716,191.1625
Grape White 2,130.9537,187.4297,193.0764
Grape White 2,131.0209,187.509,193.2109
Grape White 2,130.4046,185.7978,191.0059
Grape White 2,131.169,187.4234,193.458
Grape White 2,133.2314,187.2534,192.6455
Grape White 2,133.2347,187.2694,192.5092
Grape White 2,130.7897,185.8722,191.3811
Grape White 2,130.6329,185.8106,191.2949
Grape White 2,130.9315,185.8356,191.492
Grape White 2,130.4916,185.8547,191.4396
Grape White 2,130.8498,185.9144,191.6475
Grape White 2,130.6382,185.9154,191.5159
Grape White 2,130.9313,185.9297,191.6818
Grape White 2,130.7729,185.9233,191.5647
Grape White 2,130.8474,186.0099,191.817
Grape White 2,130.6895,185.9736,191.7084
Grape White 2,130.7701,186.1325,191.8119
Grape White 2,130.5593,186.0391,191.7171
Grape White 2,130.9278,186.1209,191.9936
Grape White 2,130.6839,186.0523,191.7347
Grape White 2,130.9876,186.1123,192.0158
Grape White 2,130.7146,186.1202,191.8811
Grape White 2,130.9322,186.3012,191.3002
Grape White 2,131.007,186.2543,192.0688
Grape White 2,130.6369,186.1993,191.9622
Grape White 2,131.2163,186.2671,192.2352
Grape White 2,131.4166,186.3241,192.3192
Grape White 2,134.2108,187.9162,193.7235
Grape White 2,134.1011,187.9503,193.6565
Grape White 2,131.9583,186.6536,192.6759
Grape White 2,131.9233,186.7074,192.5661
Grape White 2,132.1124,186.7689,192.8596
Grape White 2,132.1636,186.874,192.8354
Grape White 2,132.7016,186.9993,193.1625
Grape White 2,132.5526,187.0552,193.0368
Grape White 2,133.0642,187.2062,193.3443
Grape White 2,132.9347,187.1845,193.1979
Grape White 2,133.5128,187.3544,193.5557
Grape White 2,133.426,187.3497,193.4362
Grape White 2,136.6951,189.0289,194.9043
Grape White 2,134.0206,187.5861,193.5659
Grape White 2,134.4949,187.6841,193.8661
Grape White 2,134.2123,187.6963,193.7372
Grape White 2,134.6134,187.8502,193.9551
Grape White 2,137.094,189.2142,195.0827
Grape White 2,135.1138,187.8735,194.1354
Grape White 2,137.5109,189.3725,195.3847
Grape White 2,135.2757,188.0188,194.358
Grape White 2,134.9955,187.9612,194.1976
Grape White 2,135.3719,188.0751,194.435
Grape White 2,135.2958,187.981,194.3893
Grape White 2,138.0882,189.6611,195.9547
Grape White 2,135.3033,188.1161,194.5196
Grape White 2,135.6268,188.188,194.7548
Grape White 2,135.4499,188.1165,194.616
Grape White 2,135.6461,188.2106,194.8825
Grape White 2,135.5586,188.1784,194.7072
Grape White 2,135.6929,188.2495,194.9352
Grape White 2,135.2138,188.1993,194.7992
Grape White 2,135.5941,188.2343,194.9617
Grape White 2,135.0682,188.1557,194.6524
Grape White 2,135.4551,188.1907,194.8543
Grape White 2,134.8019,188.084,194.6335
Grape White 2,135.0265,188.1219,194.9855
Grape White 2,134.5898,187.9749,194.7441
Grape White 2,134.863,187.9681,194.8883
Grape White 2,134.3071,187.8673,194.597
Grape White 2,134.3146,187.8309,194.7847
Grape White 2,133.9342,187.7409,194.6842
Grape White 2,133.7817,187.6755,194.7442
Grape White 2,133.4172,187.5337,194.4876
Grape White 2,143.3084,193.8314,201.6939
Grape White 2,143.1682,193.9374,201.6547
Grape White 2,141.2725,192.7539,200.7211
Grape White 2,141.2501,192.7697,200.5833
Grape White 2,141.7694,192.8915,200.7298
Grape White 2,141.9976,193.024,200.754
Grape White 2,142.5778,193.1262,201.0455
Grape White 2,142.3692,193.1055,200.9545
Grape White 2,143.1045,193.3634,201.1855
Grape White 2,143.191,193.471,201.1115
Grape White 2,142.7378,195.4668,202.5
Grape White 2,141.1288,192.1762,200.1844
Grape White 2,141.1593,192.2567,200.1887
Grape White 2,141.7246,192.3382,200.5095
Grape White 2,141.7733,192.3985,200.3325
Grape White 2,142.2392,192.5617,200.6121
Grape White 2,142.4788,192.5971,200.6299
Grape White 2,142.5796,192.7909,200.7813
Grape White 2,140.1464,191.4539,199.4262
Grape White 2,140.5112,191.5063,199.7582
Grape White 2,140.4433,191.557,199.5736
Grape White 2,142.3171,195.2168,202.1906
Grape White 2,143.4554,193.0758,201.0568
Grape White 2,143.3146,193.0383,200.9087
Grape White 2,143.7474,193.0956,201.1536
Grape White 2,143.6238,193.0569,201.0255
Grape White 2,144.1221,193.1701,201.1854
Grape White 2,143.7558,193.1639,201.0049
Grape White 2,144.1556,193.1458,201.2007
Grape White 2,141.3914,191.8048,199.8175
Grape White 2,144.2588,193.1162,201.1302
Grape White 2,144.0274,193.1147,200.9097
Grape White 2,141.7398,191.6918,199.9402
Grape White 2,144.0166,193.0442,200.9208
Grape White 2,144.134,192.9356,201.0784
Grape White 2,141.3297,191.4333,199.6027
Grape White 2,138.8143,189.9736,198.4545
Grape White 2,138.4044,189.8474,198.1813
Grape White 2,141.0439,191.2278,199.6481
Grape White 2,140.8152,191.0599,199.2944
Grape White 2,140.7814,190.9527,199.385
Grape White 2,140.4032,190.8387,199.1579
Grape White 2,141.9066,195.0008,201.9645
Grape White 2,140.4145,190.7965,199.2077
Grape White 2,140.179,190.651,199.0348
Grape White 2,140.0373,190.6028,199.0421
Grape White 2,139.8008,190.3912,198.8241
Grape White 2,140.0049,190.3185,199.0406
Grape White 2,139.1967,190.1884,198.6876
Grape White 2,139.4258,190.1674,198.8585
Grape White 2,139.068,190.0633,198.5956
Grape White 2,139.3311,189.9739,198.7284
Grape White 2,139.1247,189.8363,198.4672
Grape White 2,139.2695,189.849,198.5626
Grape White 2,138.7464,189.7844,198.4796
Grape White 2,141.7737,191.1472,199.7983
Grape White 2,141.3907,191.0476,199.5305
Grape White 2,141.6402,191.1256,199.7509
Grape White 2,141.3382,191.0098,199.5905
Grape White 2,141.5965,190.9907,199.7735
Grape White 2,141.2496,190.9837,199.6724
Grape White 2,141.5695,190.9949,199.7986
Grape White 2,141.1965,190.9379,199.6378
Grape White 2,141.4648,190.9406,199.9015
Grape White 2,141.1859,190.9384,199.783
Grape White 2,141.2476,190.9586,199.9936
Grape White 2,143.5593,192.3628,200.9756
Grape White 2,144.0391,192.3637,201.1907
Grape White 2,143.7257,192.3988,201.0737
Grape White 2,143.9122,192.5019,201.365
Grape White 2,143.8666,192.4435,201.225
Grape White 2,144.1388,192.5279,201.4242
Grape White 2,143.5969,192.4781,201.353
Grape White 2,143.7434,192.5714,201.6195
Grape White 2,143.4507,192.6144,201.5187
Grape White 2,143.8645,192.6613,201.7001
Grape White 2,143.6461,192.7816,201.5687
Grape White 2,144.0154,192.8148,201.8277
Grape White 2,143.5638,192.7899,201.5979
Grape White 2,146.0094,194.3569,203.0023
Grape White 2,145.8729,194.4076,202.8446
Grape White 2,146.1353,194.4679,203.1661
Grape White 2,145.8484,194.4347,202.9852
Grape White 2,143.2009,195.7415,202.5887
Grape White 2,145.9187,194.4853,203.1388
Grape White 2,145.4754,194.4859,203.0228
Grape White 2,145.4709,194.4824,203.1957
Grape White 2,145.1874,194.438,203.0311
Grape White 2,145.4773,194.4734,203.2774
Grape White 2,145.1539,194.4944,203.063
Grape White 2,145.308,194.559,203.2507
Grape White 2,144.8577,194.5839,203.1714
Grape White 2,144.7917,194.6604,203.2076
Grape White 2,144.5605,194.6062,202.9941
Grape White 2,143.2594,195.6573,202.7271
Grape White 2,144.6943,194.7177,203.171
Grape White 2,144.3068,194.7598,203.0069
Grape White 2,144.3214,194.7499,203.3156
Grape White 2,144.3281,194.7388,203.065
Grape White 2,141.8736,193.4935,202.094
Grape White 2,141.4862,193.4519,201.8604
Grape White 2,141.6649,193.4819,202.0334
Grape White 2,141.3647,193.4568,201.9112
Grape White 2,141.572,193.5469,202.0773
Grape White 2,141.0599,193.4654,201.8326
Grape White 2,142.8426,195.451,202.4543
Grape White 2,143.677,194.9454,203.1884
Grape White 2,143.4898,194.9463,203.0494
Grape White 2,143.491,194.9138,203.0909
Grape White 2,140.6341,193.4851,201.7061
Grape White 2,140.7305,193.4354,201.8791
Grape White 2,140.2866,193.3757,201.6672
Grape White 2,143.0533,194.7683,202.9176
Grape White 2,142.6291,194.7035,202.6447
Grape White 2,142.7276,194.7379,202.7463
Grape White 2,139.885,193.3066,201.3969
Grape White 2,142.6102,195.4968,202.364
Grape White 2,139.9881,193.2292,201.5178
Grape White 2,139.6042,193.2038,201.2639
Grape White 2,142.0951,194.5017,202.4587
Grape White 2,141.9194,194.4295,202.3777
Grape White 2,142.0961,194.4551,202.4966
Grape White 2,141.9314,194.3094,202.3296
Grape White 2,141.9238,194.3759,202.4713
Grape White 2,141.596,194.3093,202.2872
Grape White 2,142.3186,195.259,202.1216
Grape White 2,141.8936,194.4466,202.1931
Grape White 2,143.0658,194.7474,202.4784
Grape White 2,142.9458,194.8934,202.3417
Grape White 2,141.0077,193.6752,201.4671
Grape White 2,140.9085,193.7922,201.4007
Grape White 2,146.2016,196.5886,203.713
Grape White 2,143.9623,195.2868,202.5278
Grape White 2,144.3834,195.4651,202.9267
Grape White 2,144.2641,195.4942,202.8092
Grape White 2,141.8671,195.0257,201.9682
Grape White 2,144.738,195.6759,203.1092
Grape White 2,142.4909,194.4343,201.962
Grape White 2,142.9037,194.5854,202.2149
Grape White 2,143.2972,194.7541,202.1868
Grape White 2,143.1962,194.7832,202.0813
Grape White 2,143.675,194.9305,202.329
Grape White 2,141.1216,193.6735,201.1043
Grape White 2,141.3905,193.8514,201.1706
Grape White 2,141.2906,193.8179,201.0578
Grape White 2,139.6429,193.7118,200.8797
Grape White 2,141.8221,193.9631,201.2077
Grape White 2,141.573,194.0608,201.1775
Grape White 2,142.024,194.0842,201.416
Grape White 2,139.341,192.725,200.0554
Grape White 2,139.8355,192.8119,200.2502
Grape White 2,139.6796,192.8132,200.0724
Grape White 2,142.7352,194.3147,201.5495
Grape White 2,142.622,194.2467,201.3714
Grape White 2,142.8988,194.333,201.4688
Grape White 2,142.5239,194.3364,201.3172
Grape White 2,138.9272,193.552,200.5844
Grape White 2,142.6427,194.4628,201.3396
Grape White 2,142.7911,194.4207,201.2204
Grape White 2,143.3222,194.5285,201.6167
Grape White 2,140.4681,193.1064,200.1275
Grape White 2,143.3292,194.5802,201.5181
Grape White 2,145.6191,195.8084,202.6536
Grape White 2,140.9599,193.1456,200.265
Grape White 2,140.6911,193.1835,200.1404
Grape White 2,141.0252,193.1271,200.2868
Grape White 2,140.7327,193.1161,200.045
Grape White 2,139.1504,193.577,200.7436
Grape White 2,143.471,194.5889,201.4985
Grape White 2,140.6489,193.1853,200.1109
Grape White 2,141.0059,193.2573,200.119
Grape White 2,141.0131,193.2613,199.988
Grape White 2,141.2243,193.2857,200.1822
Grape White 2,140.7749,193.2649,199.9038
Grape White 2,138.5077,191.905,198.8305
Grape White 2,138.233,191.8178,198.5568
Grape White 2,141.264,193.2846,200.0041
Grape White 2,138.3893,191.7964,198.6026
Grape White 2,138.8457,193.3995,200.5163
Grape White 2,141.0509,193.1634,199.9072
Grape White 2,140.8861,193.1321,199.6852
Grape White 2,141.088,193.1645,199.8097
Grape White 2,140.8341,193.0548,199.5546
Grape White 2,140.7436,193.058,199.6375
Grape White 2,140.5997,192.9891,199.4574
Grape White 2,140.7696,192.9249,199.5428
Grape White 2,140.6474,192.8788,199.3798
Grape White 2,140.7372,192.8051,199.4222
Grape White 2,140.3686,192.6514,199.0638
Grape White 2,140.6391,192.6485,199.174
Grape White 2,140.3319,192.5191,198.8528
Grape White 2,140.5553,192.5133,199.0268
Grape White 2,140.151,192.478,198.7849
Grape White 2,140.292,192.3937,198.9413
Grape White 2,139.9254,192.2846,198.605
Grape White 2,139.9864,192.1781,198.5732
Grape White 2,139.7625,192.1618,198.3085
Grape White 2,139.5894,192.1096,198.3539
Grape White 2,139.1393,191.9706,198.1305
Grape White 2,138.8534,191.7802,197.9546
Grape White 2,138.8594,191.7748,198.0015
Grape White 2,138.6146,191.6631,197.7018
Grape White 2,138.6556,191.527,197.7773
Grape White 2,138.3564,191.4314,197.5625
Grape White 2,138.2052,191.4323,197.4342
Grape White 2,140.5735,192.6349,198.4051
Grape White 2,140.7558,192.6763,198.5759
Grape White 2,140.1807,192.4466,198.3386
Grape White 2,140.1265,192.3401,198.3608
Grape White 2,139.6815,192.1789,198.074
Grape White 2,139.8099,191.9899,198.0611
Grape White 2,139.2379,191.8726,197.8131
Grape White 2,141.7883,193.1578,199.1086
Grape White 2,138.7588,191.5414,197.5388
Grape White 2,141.2586,192.8225,198.8274
Grape White 2,140.6715,192.593,198.3872
Grape White 2,140.4938,192.49,198.3614
Grape White 2,140.2409,192.4215,198.0746
Grape White 2,140.2802,192.3649,198.1064
Grape White 2,139.6925,192.1366,197.7726
Grape White 2,139.7882,192.0701,197.8864
Grape White 2,139.3239,191.8772,197.582
Grape White 2,139.5404,191.7619,197.6534
Grape White 2,138.9085,191.6176,197.4182
Grape White 2,141.5092,194.8317,202.075
Grape White 2,143.6408,195.9066,202.9157
Grape White 2,143.8051,195.9555,203.0787
Grape White 2,140.68,194.5086,201.6085
Grape White 2,142.5936,194.2998,201.4805
Grape White 2,143.0122,194.2914,201.6521
Grape White 2,143.2589,194.3373,201.854
Grape White 2,143.0008,194.4056,201.7835
Grape White 2,143.3176,194.4169,202.0067
Grape White 2,143.2327,194.4135,201.9463
Grape White 2,143.0909,195.5999,202.6852
Grape White 2,143.7135,194.4842,202.1443
Grape White 2,143.5891,194.4564,201.9586
Grape White 2,141.3791,193.3189,201.1865
Grape White 2,141.3483,193.296,201.048
Grape White 2,141.9938,193.3984,201.2695
Grape White 2,141.8848,193.3588,201.1706
Grape White 2,142.4755,193.5125,201.2589
Grape White 2,142.4819,193.5504,201.2339
Grape White 2,142.8417,193.6274,201.5176
Grape White 2,142.8894,193.7004,201.4371
Grape White 3,106.292,152.5449,167.0908
Grape White 3,88.8539,143.1335,159.6449
Grape White 3,91.75,144.8767,161.033
Grape White 3,91.4745,144.8466,160.6025
Grape White 3,91.4525,144.8091,160.5095
Grape White 3,87.3317,141.9372,158.4221
